id,input,output
10,The effects of unitary medicines interleukin (IL) 1β and tumor necrosis factor α (TNF-α) at 27 CH were appraised in an intestinal model of inflammation.,"[{'entity1': 'Interleukin 1β', 'relationship': 'effects appraised', 'entity2': 'intestinal inflammation'}, {'entity1': 'Tumor necrosis factor α', 'relationship': 'effects appraised', 'entity2': 'intestinal inflammation'}]"
11,Complex micro-immunotherapy formulations consist of a unique association of active substances to channel a specific biological response.,"[{'entity1': 'Complex formulations', 'relationship': 'association of active substances', 'entity2': 'specific biological response'}]"
12,The study aimed to assess the effects of unitary medicines interleukin (IL) 1β and tumor necrosis factor α (TNF-α) in an intestinal inflammation model.,"[{'entity1': 'Study', 'relationship': 'aimed to assess effects of', 'entity2': 'Interleukin 1β'}, {'entity1': 'Study', 'relationship': 'aimed to assess effects of', 'entity2': 'Tumor necrosis factor α'}, {'entity1': 'Study', 'relationship': 'aimed to assess effects in', 'entity2': 'intestinal inflammation model'}]"
13,"Prostaglandin E2 (PGE2) and IL-6, with LD of IL-10, too; c-MIM-3 uses ULD of IL-6, IL-13 and oncostatin M (OSM), as well as LD of tumor growth factor β (TGF-β) and IL-1 receptor antagonist (IL-1Ra). Finally, c-MIM-4 employs ULD of IL-6 and IL-12 as well as LD of IL-4.","[{'entity1': 'Prostaglandin E2', 'relationship': 'associated with', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-13'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Oncostatin M'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Tumor growth factor β'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-1 receptor antagonist'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-12'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-4'}]"
14,"It is now well-recognized that chronic inflammation triggers a whole-body response and the activation of many feedback loops with interconnected effects. Moreover, as an integrated and complex system, the different anatomical parts of the body communicate between them.","[{'entity1': 'Chronic inflammation', 'relationship': 'triggers', 'entity2': 'whole-body response'}, {'entity1': 'Chronic inflammation', 'relationship': 'activates', 'entity2': 'feedback loops'}, {'entity1': 'Anatomical parts', 'relationship': 'communicate', 'entity2': 'between them'}]"
15,Recent literature delineated the importance of IL-8 and IL-10 in the molecular mechanisms driving GI inflammatory diseases. The fact that c-MIM-1 includes ULD of IL-8 and LD of IL-10 in its formulation thus motivated the choice of assessing the cellular effects of this medicine in an in vitro model of intestinal inflammation.,"[{'entity1': 'IL-8', 'relationship': 'important in', 'entity2': 'molecular mechanisms'}, {'entity1': 'IL-10', 'relationship': 'important in', 'entity2': 'molecular mechanisms'}, {'entity1': 'c-MIM-1', 'relationship': 'contains', 'entity2': 'IL-8'}, {'entity1': 'c-MIM-1', 'relationship': 'contains', 'entity2': 'IL-10'}, {'entity1': 'c-MIM-1', 'relationship': 'assessed in', 'entity2': 'in vitro model of intestinal inflammation'}]"
16,"In a more general approach, c-MIM-2 and c-MIM-3 have been investigated in vitro, on the immune axis in different cell types and inflamed experimental contexts. These two formulations employ ULD of IL-1β and TNF-α in association with ULD of PGE2, or ULD of IL-6, IL-13, and OSM, and LD of IL-10, or LD of TGF-β and IL-1Ra.","[{'entity1': 'c-MIM-2', 'relationship': 'investigated in', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated in', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'IL-1β'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'TNF-α'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'PGE2'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-13'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Oncostatin M'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-10'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Tumor growth factor β'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-1 receptor antagonist'}]"
17,"IL-6 is a pleiotropic cytokine playing important roles in hematopoiesis, bone metabolism, embryonic development, immunity, and host responses. Its expression is finely regulated at multiple levels, and when a dysregulated and persistent IL-6 expression occurs, it may lead to the development of various inflammatory-mediated diseases.","[{'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'hematopoiesis'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'bone metabolism'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'embryonic development'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'immunity'}, {'entity1': 'IL-6', 'relationship': 'expression', 'entity2': 'regulation'}, {'entity1': 'dysregulated IL-6 expression', 'relationship': 'leads to', 'entity2': 'inflammatory-mediated diseases'}]"
18,IL-13 is known to exert pleiotropic effects and to be involved in inflammatory-mediated diseases.,"[{'entity1': 'IL-13', 'relationship': 'effects', 'entity2': 'pleiotropic'}, {'entity1': 'IL-13', 'relationship': 'involved in', 'entity2': 'inflammatory-mediated diseases'}]"
19,"According to the results of a recent meta-analysis, patients suffering from depressive symptoms express higher levels of IL-6.","[{'entity1': 'patients', 'relationship': 'express', 'entity2': 'higher levels of IL-6'}, {'entity1': 'depressive symptoms', 'relationship': 'associated with', 'entity2': 'higher levels of IL-6'}]"
20,"IL-4 could modulate IL-1β-induced depressive behavior in rats, by inhibiting IL-1β-induced central glial activation and neurotransmitter alterations.","[{'entity1': 'IL-4', 'relationship': 'modulate', 'entity2': 'IL-1β-induced depressive behavior'}, {'entity1': 'IL-4', 'relationship': 'inhibiting', 'entity2': 'IL-1β-induced central glial activation'}, {'entity1': 'IL-4', 'relationship': 'inhibiting', 'entity2': 'neurotransmitter alterations'}]"
21,"HT-29- cells, a human colorectal adenocarcinoma cell line with epithelial morphology was used in this study. This cell line was purchased from the ATCC (ATCC® HTB-38™, Molsheim, France) and was grown in Dulbecco’s Modified Eagle’s Medium (DMEM) with high glucose (4.5 g/L) containing 10% fetal calf serum (FCS) (DMEM 10% FCS, PAA Laboratories, Les Mureaux, France) and antibiotics (streptomycin 100 μg/mL and penicillin 100 units/mL, Sigma Aldrich, St. Quentin Fallavier, France). Cells were incubated at 37°C in 5% CO2 and 95% relative humidity.","[{'entity1': 'HT-29- cells', 'relationship': 'used in', 'entity2': 'study'}, {'entity1': 'HT-29- cells', 'relationship': 'cell line', 'entity2': 'colorectal adenocarcinoma'}, {'entity1': 'HT-29- cells', 'relationship': 'grown in', 'entity2': 'DMEM'}, {'entity1': 'DMEM', 'relationship': 'contains', 'entity2': 'glucose'}, {'entity1': 'DMEM', 'relationship': 'contains', 'entity2': 'FCS'}, {'entity1': 'FCS', 'relationship': 'percentage', 'entity2': '10%'}, {'entity1': 'FCS', 'relationship': 'origin', 'entity2': 'fetal calf serum'}, {'entity1': 'HT-29- cells', 'relationship': 'incubated at', 'entity2': '37°C'}, {'entity1': 'HT-29- cells', 'relationship': 'incubated in', 'entity2': 'CO2'}, {'entity1': 'HT-29- cells', 'relationship': 'incubated in', 'entity2': 'relative humidity'}]"
22,"To induce inflammatory conditions, a pre-stimulation of cells by TNF-α (ref # 39–8329-60/E08250-1633, eBioscience) at 10 ng/mL was performed for 3 hours. The tested Veh. and MIMs were then added to the culture medium containing the TNF-α for 24 more hours before an extensive wash, and harvested for mRNA extraction. Supernatants (SN) were collected to perform cytokine quantification by ELISA.","[{'entity1': 'cells', 'relationship': 'pre-stimulation by', 'entity2': 'TNF-α'}, {'entity1': 'cells', 'relationship': 'harvested for', 'entity2': 'mRNA extraction'}, {'entity1': 'Supernatants', 'relationship': 'collected for', 'entity2': 'cytokine quantification'}, {'entity1': 'cytokine', 'relationship': 'quantification by', 'entity2': 'ELISA'}]"
23,"Total mRNA was isolated from cells using Rneasy kit (Macherey Nagel, Hoerdt, France) according to the manufacturer’s instructions. RNA quantification was performed using spectrophotometry. After treatment at 37°C for 30 min with 20–50 units of RNase-free DNase I (Roche Diagnostics Corporation, Indianapolis, IN, USA), oligo-dT primers (Roche Diagnostics Corporation, Indianapolis, USA), the High-Capacity cDNA Reverse Transcription Kit (Applied Biosystems, Waltham, MA, USA) was used to synthesize single-stranded cDNA.","[{'entity1': 'mRNA', 'relationship': 'isolated from', 'entity2': 'cells'}, {'entity1': 'RNA', 'relationship': 'quantification performed using', 'entity2': 'spectrophotometry'}, {'entity1': 'mRNA', 'relationship': 'treated with', 'entity2': 'RNase-free DNase I'}, {'entity1': 'oligo-dT primers', 'relationship': 'used for', 'entity2': 'cDNA synthesis'}, {'entity1': 'cDNA', 'relationship': 'synthesized by', 'entity2': 'High-Capacity cDNA Reverse Transcription Kit'}]"
24,Human peripheral blood mononuclear cells (PBMC) from healthy adult volunteer donors were isolated by centrifugation of venous blood on Ficoll-Hypaque density gradients. Cells were cultured in 24-well round-bottom plates in 2 mL of complete medium and stimulated with phytohemagglutinin (PHA) for 48 hours.,"[{'entity1': 'Human peripheral blood mononuclear cells', 'relationship': 'isolated by', 'entity2': 'centrifugation'}, {'entity1': 'PBMC', 'relationship': 'stimulated with', 'entity2': 'phytohemagglutinin'}, {'entity1': 'PBMC', 'relationship': 'culture in', 'entity2': '24-well plates'}, {'entity1': 'PBMC', 'relationship': 'stimulation duration', 'entity2': '48 hours'}]"
25,"Human Colonic Epithelial Cells (HCoEpiC) were purchased from Innoprot, Bizkaia, Spain. The cells were seeded at the density of 5×105 cells in 24-well plate inserts and grown until tight confluence. The trans-epithelial resistance (TEER) measurements were obtained as Ω/cm2.","[{'entity1': 'Human Colonic Epithelial Cells', 'relationship': 'purchased from', 'entity2': 'Innoprot'}, {'entity1': 'HCoEpiC', 'relationship': 'seeded at', 'entity2': 'density of 5×105 cells'}, {'entity1': 'HCoEpiC', 'relationship': 'grown until', 'entity2': 'tight confluence'}, {'entity1': 'TEER', 'relationship': 'measurement unit', 'entity2': 'Ω/cm2'}]"
26,"HCoEpiC cells were treated with or without Veh. or c-MIM-1 for 24 hours. After that, human PBMC SN previously activated with PHA was added to each well for 30 minutes. The cells were collected and divided into two parts for mRNA isolation and protein extraction.","[{'entity1': 'HCoEpiC cells', 'relationship': 'treated with', 'entity2': 'Veh.'}, {'entity1': 'HCoEpiC cells', 'relationship': 'treated with', 'entity2': 'c-MIM-1'}, {'entity1': 'PBMC SN', 'relationship': 'activated with', 'entity2': 'PHA'}, {'entity1': 'cells', 'relationship': 'divided into', 'entity2': 'two parts'}]"
27,Human primary monocytes were prepared from buffy coats of three healthy human blood donors. All blood samples were approved by the Ethics committee of the EFS Blood Bank Center with written informed consent obtained for all the,"[{'entity1': 'Human primary monocytes', 'relationship': 'prepared from', 'entity2': 'buffy coats'}, {'entity1': 'Blood samples', 'relationship': 'approved by', 'entity2': 'Ethics committee'}, {'entity1': 'Ethics committee', 'relationship': 'approval', 'entity2': 'Blood Bank Center'}, {'entity1': 'Blood Bank Center', 'relationship': 'obtained', 'entity2': 'written informed consent'}]"
28,"Evaluation of the Claudin-1 Expression by Real-Time qPCR For quantitative reverse transcriptase-PCR assays, total RNA (1 µg) was retrotranscribed using the iScript cDNA Synthesis Kit (Ref #1708891, Bio-Rad, Hercules, CA, USA) and the cDNA was analyzed by real-time PCR using the iQTM SYBR Green Supermix (Ref #1708880, Bio-Rad) and a CFX96 Real-time PCR Detection System (Bio-Rad). GAPDH gene expression was used to standardize mRNA expression in each sample.","[{'entity1': 'Claudin-1 Expression', 'relationship': 'evaluation by', 'entity2': 'Real-Time qPCR'}, {'entity1': 'RNA', 'relationship': 'retrotranscribed using', 'entity2': 'iScript cDNA Synthesis Kit'}, {'entity1': 'cDNA', 'relationship': 'analyzed by', 'entity2': 'real-time PCR'}, {'entity1': 'GAPDH gene expression', 'relationship': 'used to standardize', 'entity2': 'mRNA expression'}]"
29,"Evaluation of the Claudin-1 Expression by Western Blot The cells were washed with phosphate-buffered saline (PBS) and proteins were extracted in 50 μL of lysis buffer (50 mM Tris–HCl pH 7.5, 150 mM NaCl, 10% glycerol, and 1% NP-40) supplemented with 10 mM NaF, 1 mM Na3VO4, 10 μg/ mL leupeptin, 1 μg/mL pepstatin and aprotinin, and 1 μL/mL phenylmethyl sulfonyl fluoride (PMSF) saturated.","[{'entity1': 'Claudin-1 Expression', 'relationship': 'evaluation by', 'entity2': 'Western Blot'}, {'entity1': 'Proteins', 'relationship': 'extracted in', 'entity2': 'lysis buffer'}, {'entity1': 'Lysis buffer', 'relationship': 'supplemented with', 'entity2': 'NaF'}, {'entity1': 'Proteins', 'relationship': 'transferred to', 'entity2': 'PVDF membranes'}]"
30,"Human primary monocytes were prepared from buffy coats of three healthy human blood donors. Cells were seeded in 24-well plates at a density of 2.200.000 cells/well for ELISA measurements. Monocytes were incubated with LPS (10 ng/mL, Salmonella typhimurium SL1181) for 30 min before treatment with either the Veh., or c-MIM-2 for an additional 24 hours.","[{'entity1': 'Human primary monocytes', 'relationship': 'prepared from', 'entity2': 'buffy coats'}, {'entity1': 'Monocytes', 'relationship': 'incubated with', 'entity2': 'LPS'}, {'entity1': 'Monocytes', 'relationship': 'treatment with', 'entity2': 'c-MIM-2'}]"
31,"Human CD14+ monocytes were isolated from the blood of a healthy donor (67 years old man). Monocytes were then cultivated for 6 days in 24-well plates, with α-MEM medium supplemented with 10% fetal bovine serum (FBS) and 100 ng/mL macrophage colony-stimulating factor (M-CSF).","[{'entity1': 'Human CD14+ monocytes', 'relationship': 'isolated from', 'entity2': 'blood'}, {'entity1': 'Monocytes', 'relationship': 'cultivated for', 'entity2': '6 days'}, {'entity1': 'Monocytes', 'relationship': 'supplemented with', 'entity2': 'FBS'}, {'entity1': 'Monocytes', 'relationship': 'supplemented with', 'entity2': 'M-CSF'}]"
32,"Human primary granulocytes were freshly isolated from the blood of a healthy donor obtained from the EFS, and seeded in 48-well plates in optimized RPMI 1640 supplemented with 10% inactivated FBS. Cells were then pre-incubated with either Veh., or c-MIM-3 for one hour, before the addition of LPS (1 µg/mL) as the inflammation inducer within the media.","[{'entity1': 'Human primary granulocytes', 'relationship': 'isolated from', 'entity2': 'blood'}, {'entity1': 'Cells', 'relationship': 'pre-incubated with', 'entity2': 'Veh.'}, {'entity1': 'Cells', 'relationship': 'pre-incubated with', 'entity2': 'c-MIM-3'}, {'entity1': 'Cells', 'relationship': 'incubated with', 'entity2': 'LPS'}]"
33,The IL-6 and IL-1β levels were evaluated by multiplex CBATM method following the provider recommendations.,"[{'entity1': 'IL-6', 'relationship': 'evaluated', 'entity2': 'levels'}, {'entity1': 'IL-1β', 'relationship': 'evaluated', 'entity2': 'levels'}]"
34,Rat cortical neurons were cultured as described by Singer et al28. A pregnant female rat of 15 days gestation was sacrificed by CO2 inhalation.,"[{'entity1': 'Rat cortical neurons', 'relationship': 'cultured', 'entity2': 'Singer et al28'}, {'entity1': 'pregnant female rat', 'relationship': 'sacrificed by', 'entity2': 'CO2 inhalation'}]"
35,"The cortexes were removed and placed in ice-cold medium of Leibovitz (L15, Panbiotech GmbH, Aidenbach, Germany).","[{'entity1': 'cortexes', 'relationship': 'placed in', 'entity2': 'medium'}, {'entity1': 'medium', 'relationship': 'of', 'entity2': 'Leibovitz'}]"
36,Cells were then mechanically dissociated by 3 passages through a 10 mL pipette.,"[{'entity1': 'Cells', 'relationship': 'mechanically dissociated by', 'entity2': '3 passages'}]"
37,Viable cells were counted in a Neubauer cytometer using the trypan blue exclusion test. The cells were seeded at a density of 30.000 cells/well in 96 well-plates pre-coated with poly-D-lysine in H2O culture and were cultured at 37°C in a humidified air (95%)/CO2 (5%) atmosphere.,"[{'entity1': 'cells', 'relationship': 'counted', 'entity2': 'Neubauer cytometer'}, {'entity1': 'cells', 'relationship': 'seeded', 'entity2': 'density'}, {'entity1': 'cells', 'relationship': 'cultured', 'entity2': 'atmosphere'}]"
38,"One vial of rat glial cells (4.000.000 cells by vial at passage 2) was thawed and cells were seeded at the density of 12.000 cells per cm² on 75 cm² flask in DMEM supplemented with 2 mM of L-glutamine, 2% of PS solution and 10% of FCS.","[{'entity1': 'vial', 'relationship': 'contains', 'entity2': 'rat glial cells'}, {'entity1': 'cells', 'relationship': 'seeded', 'entity2': 'density'}, {'entity1': 'DMEM', 'relationship': 'supplemented with', 'entity2': 'L-glutamine'}]"
39,"After 5 days of culture, the mix of astrocytes/microglial cells was dissociated by trypsin-EDTA for 20 min at 37°C. The reaction was stopped by the addition of DMEM, containing DNAase I grade II and 10% FCS.","[{'entity1': 'mix', 'relationship': 'dissociated', 'entity2': 'trypsin-EDTA'}, {'entity1': 'reaction', 'relationship': 'stopped by', 'entity2': 'addition'}, {'entity1': 'DMEM', 'relationship': 'contains', 'entity2': 'DNAase I grade II'}]"
40,Cells were then centrifuged at 290 × g for 10 min at 4°C temperature. The cell pellet was re-suspended in a culture medium for neurons. Glial cells were seeded at the same time as the neurons at a density of 20.000 cells per well.,"[{'entity1': 'cells', 'relationship': 'centrifuged', 'entity2': 'speed'}, {'entity1': 'cell pellet', 'relationship': 're-suspended in', 'entity2': 'culture medium'}, {'entity1': 'Glial cells', 'relationship': 'seeded at', 'entity2': 'neurons'}]"
41,"After 8 days of coculture, cells were treated with either Veh., c-MIM-2, or MK801 at 20 µM in medium for neurons. After 9 days of coculture, cells were treated with or without the combination of LPS/IFN-γ during 24 hours, and with or without the tested items or MK801 in 300 µL of medium for neuron.","[{'entity1': 'cells', 'relationship': 'treated with', 'entity2': 'compounds'}, {'entity1': 'cells', 'relationship': 'treated with', 'entity2': 'LPS/IFN-γ'}, {'entity1': 'cells', 'relationship': 'treated with', 'entity2': 'MK801'}]"
42,"After 72 hours of glial cells LPS/INF-γ activation, cells were fixed by a solution of 4% paraformaldehyde for 20 min at room temperature, and control conditions were also fixed according to the same procedure. The cells were then permeabilized and non-specific sites were blocked with a solution of PBS containing 0.1% of saponin and 1% FCS for 15 min at room temperature.","[{'entity1': 'cells', 'relationship': 'fixed by', 'entity2': 'paraformaldehyde'}, {'entity1': 'control conditions', 'relationship': 'fixed according to', 'entity2': 'procedure'}, {'entity1': 'cells', 'relationship': 'permeabilized by', 'entity2': 'saponin'}]"
43,Cells were incubated overnight at 4°C with a monoclonal anti-microtubule associated protein 2 antibodies produced in mice in a solution of PBS containing 1% FCS and 0.1% saponin. Antibody against MAP-2 stains specifically neuron cell body and neurite.,"[{'entity1': 'Cells', 'relationship': 'incubated with', 'entity2': 'anti-microtubule associated protein 2 antibodies'}, {'entity1': 'Antibody', 'relationship': 'stains', 'entity2': 'neuron cell body'}]"
44,Analysis of cell bodies of MAP-2 positive neurons was performed using Developer software. A total of 6 data per experimental condition were provided.,"[{'entity1': 'Analysis', 'relationship': 'performed using', 'entity2': 'Developer software'}, {'entity1': 'Data', 'relationship': 'provided for', 'entity2': 'experimental condition'}]"
45,Quantification of Cytokine Release by ELISA. The culture SN were thawed and 100 µL by well were used to quantify by ELISA the level of TNF-α released by glial cells in the media.,"[{'entity1': 'Culture SN', 'relationship': 'used to quantify', 'entity2': 'TNF-α'}, {'entity1': 'Glial cells', 'relationship': 'release', 'entity2': 'TNF-α'}]"
46,IL-1β (27 CH) and TNF-α (27 CH) Both Unitary Micro-Immunotherapy Medicines Slightly Reduced the Expression of IL-1β and TNF-α at Transcriptional Levels in TNF-α-Inflamed HT-29 Cells.,"[{'entity1': 'IL-1β', 'relationship': 'reduced expression of', 'entity2': 'IL-1β'}, {'entity1': 'TNF-α', 'relationship': 'reduced expression of', 'entity2': 'TNF-α'}, {'entity1': 'HT-29 Cells', 'relationship': 'inflamed by', 'entity2': 'TNF-α'}]"
47,"IL-1β and TNF-α tend to decrease the expression of both IL-1β and TNF-α at transcriptional levels, in a model of intestinal inflammation.","[{'entity1': 'IL-1β', 'relationship': 'decrease expression', 'entity2': 'IL-1β'}, {'entity1': 'TNF-α', 'relationship': 'decrease expression', 'entity2': 'TNF-α'}, {'entity1': 'IL-1β', 'relationship': 'transcriptional levels', 'entity2': 'intestinal inflammation'}, {'entity1': 'TNF-α', 'relationship': 'transcriptional levels', 'entity2': 'intestinal inflammation'}]"
48,"HT-29 cells were pre-treated for 3 hours with 10 ng/mL TNF-α as an inflammatory trigger before the incubation with either the Veh., IL-1β (27 CH), or TNF-α (27 CH) during the next 24 hours.","[{'entity1': 'HT-29 cells', 'relationship': 'pre-treated', 'entity2': 'TNF-α'}, {'entity1': 'HT-29 cells', 'relationship': 'incubation', 'entity2': 'Veh.'}, {'entity1': 'HT-29 cells', 'relationship': 'incubation', 'entity2': 'IL-1β (27 CH)'}, {'entity1': 'HT-29 cells', 'relationship': 'incubation', 'entity2': 'TNF-α (27 CH)'}]"
49,"The expression of IL-1β and TNF-α at the transcriptional level, in presence of TNF-α (10 ng/mL) as an inflammation inducer and after a 24 hours incubation with either Veh., IL-1β (27 CH) or TNF-α (27 CH).","[{'entity1': 'IL-1β', 'relationship': 'expression', 'entity2': 'transcriptional level'}, {'entity1': 'TNF-α', 'relationship': 'expression', 'entity2': 'transcriptional level'}, {'entity1': 'TNF-α', 'relationship': 'inflammation inducer', 'entity2': 'IL-1β'}, {'entity1': 'TNF-α', 'relationship': 'inflammation inducer', 'entity2': 'TNF-α'}]"
50,"The integrity of the intestinal barrier is fundamental to maintain healthy gut homeostasis, as well as physiological intestinal permeability.","[{'entity1': 'integrity', 'relationship': 'fundamental', 'entity2': 'intestinal barrier'}, {'entity1': 'intestinal barrier', 'relationship': 'maintain', 'entity2': 'healthy gut homeostasis'}, {'entity1': 'intestinal barrier', 'relationship': 'maintain', 'entity2': 'physiological intestinal permeability'}]"
