id,input,output
11,"The criteria for exclusion were established as follows: Patients below 18 years of age or above 90 years of age, complicated with gallbladder polyp or gallbladder carcinoma, complicated with intrahepatic or extrahepatic cholelithiasis, complicated with serious medical diseases such as heart, lung, brain or kidney, complicated with other acute or chronic infections, autoimmune, malignant tumors, or inflammatory diseases, non-calculous cholecystitis.","[{'entity1': 'Patients', 'relationship': 'exclusion criteria', 'entity2': 'age'}, {'entity1': 'Patients', 'relationship': 'exclusion criteria', 'entity2': 'complications'}, {'entity1': 'Patients', 'relationship': 'exclusion criteria', 'entity2': 'medical diseases'}, {'entity1': 'Patients', 'relationship': 'exclusion criteria', 'entity2': 'infections'}]"
12,"Blood specimens were collected under sterile conditions on Day 1 of hospital admission. Blood parameters, such as neutrophil counts, lymphocyte counts, and platelet counts were all recorded. The NLR, PLR, SII, and NLPR were calculated as follows: NLR (neutrophils/lymphocytes ratio), PLR (platelets/lymphocytes ratio), SII ((neutrophils × platelets)/lymphocytes), NLPR (neutrophils/(lymphocytes × platelets ratio).","[{'entity1': 'Blood specimens', 'relationship': 'collection', 'entity2': 'Day 1 of hospital admission'}, {'entity1': 'Blood parameters', 'relationship': 'recorded', 'entity2': 'neutrophil counts'}, {'entity1': 'Blood parameters', 'relationship': 'recorded', 'entity2': 'lymphocyte counts'}, {'entity1': 'Blood parameters', 'relationship': 'recorded', 'entity2': 'platelet counts'}, {'entity1': 'NLR', 'relationship': 'calculation', 'entity2': 'neutrophils/lymphocytes ratio'}, {'entity1': 'PLR', 'relationship': 'calculation', 'entity2': 'platelets/lymphocytes ratio'}, {'entity1': 'SII', 'relationship': 'calculation', 'entity2': '(neutrophils × platelets)/lymphocytes'}, {'entity1': 'NLPR', 'relationship': 'calculation', 'entity2': 'neutrophils/(lymphocytes × platelets ratio)'}]"
13,"A total of 105 patients with CCC (36 male, 69 female) with a median age of 52 years (range: 18–80) and 88 patients with ACC (51 male, 37 female) with a median age of 56.5 years (range: 23–88) were included in this study based on specific inclusion and exclusion criteria. The laboratory findings indicated that patients with ACC had significantly higher levels of liver function enzymes such as AST, ALP, and GGT compared to CCC patients, with GGT showing the most notable increase. Conversely, ACC patients exhibited decreased concentrations of TC, TG, LDL-C, Apo AI, and Apo B in comparison to CCC patients. Furthermore, ACC patients had higher White blood cell and neutrophil counts but lower relative lymphocyte counts compared to CCC patients.","[{'entity1': 'CCC patients', 'relationship': 'had higher levels of', 'entity2': 'AST, ALP, and GGT'}, {'entity1': 'ACC patients', 'relationship': 'had decreased concentrations of', 'entity2': 'TC, TG, LDL-C, Apo AI, and Apo B'}, {'entity1': 'ACC patients', 'relationship': 'had higher', 'entity2': 'White blood cell and neutrophil counts'}, {'entity1': 'ACC patients', 'relationship': 'had lower', 'entity2': 'relative lymphocyte counts'}]"
14,"The normal ranges of serum TC, TG, HDL-C, LDL-C, Apo AI, Apo B, and Lp (a) levels in our Clinical Science Experiment Center were 2.44–5.17, 0.40–1.70, 1.16–1.42, 2.07–3.10 mmol/L, 1.00–1.6, 0.60–1.1 g/L and 0–300 mg/L, respectively.","[{'entity1': 'Serum', 'relationship': 'had normal ranges of', 'entity2': 'TC, TG, HDL-C, LDL-C, Apo AI, Apo B, and Lp (a) levels'}]"
15,"Comparison of Important Laboratory Parameters Between CCC and ACC. Age, years. Female, n (%). Hospitalization, Day. Laboratory test ALT, U/L. AST, U/L. ALP, U/L. GGT, U/L. TC, nmol/L. TG, nmol/L. HDL-C, nmol/L. LDL-C, nmol/L. Apo AI, g/L. Apo B, g/L. Lp (a), mg/L. CREA, μmol/L. WBC, 109/L. LYM, 109/L. NEUT, 109/L. PLT, 109/L. INR.","[{'entity1': 'CCC', 'relationship': 'comparison', 'entity2': 'ACC'}, {'entity1': 'ALT', 'relationship': 'laboratory test', 'entity2': 'CCC'}, {'entity1': 'AST', 'relationship': 'laboratory test', 'entity2': 'CCC'}, {'entity1': 'ALP', 'relationship': 'laboratory test', 'entity2': 'CCC'}, {'entity1': 'GGT', 'relationship': 'laboratory test', 'entity2': 'CCC'}, {'entity1': 'TG', 'relationship': 'laboratory test', 'entity2': 'ACC'}]"
16,"Data are presented as mean ± standard deviation, median [25th–75th percentile], or number (percentage). *P < 0.05. Abbreviations: CCC, chronic calculous cholecystitis; ACC, acute calculous cholecystitis; P, comparison between.","[{'entity1': 'CCC', 'relationship': 'abbreviation', 'entity2': 'chronic calculous cholecystitis'}, {'entity1': 'ACC', 'relationship': 'abbreviation', 'entity2': 'acute calculous cholecystitis'}]"
17,"Among the patients with ACC, there were 36 cases of mild-degree inflammation (M-ACC) and 52 cases of moderate- and severe-degree inflammation (MS-ACC). Severe ACC was present in only three patients, with one case involving hepatic dysfunction, another with respiratory complications, and the third demonstrating cardiological dysfunction. The average age of patients with M-ACC was 50.4 years, while for the MS-ACC group, it was 59.5 years.","[{'entity1': 'ACC patients', 'relationship': 'inflammation', 'entity2': 'Mild-degree (M-ACC)'}, {'entity1': 'ACC patients', 'relationship': 'inflammation', 'entity2': 'Moderate- and severe-degree (MS-ACC)'}, {'entity1': 'Severe ACC', 'relationship': 'involving', 'entity2': 'Hepatic dysfunction'}, {'entity1': 'Severe ACC', 'relationship': 'involving', 'entity2': 'Respiratory complications'}, {'entity1': 'Severe ACC', 'relationship': 'involving', 'entity2': 'Cardiological dysfunction'}, {'entity1': 'M-ACC patients', 'relationship': 'average age', 'entity2': '50.4 years'}, {'entity1': 'MS-ACC group', 'relationship': 'average age', 'entity2': '59.5 years'}]"
18,"Apo AI levels were notably lower in MS-ACC patients compared to those with M-ACC. Analysis of blood parameters revealed a significant increase in WBC and neutrophil counts in MS-ACC patients compared to M-ACC patients, whereas the lymphocyte count was significantly lower in the MS-ACC group than in the M-ACC group.","[{'entity1': 'Apo AI levels', 'relationship': 'lower in', 'entity2': 'MS-ACC patients'}, {'entity1': 'Blood parameters', 'relationship': 'increase in', 'entity2': 'WBC and neutrophil counts'}, {'entity1': 'WBC and neutrophil counts', 'relationship': 'higher in', 'entity2': 'MS-ACC patients'}, {'entity1': 'Lymphocyte count', 'relationship': 'lower in', 'entity2': 'MS-ACC group'}]"
19,"The NLR value was markedly higher in ACC patients compared to the CCC group. Also, there was a notable rise in the PLR, SII, and NLPR values in ACC patients compared to the CCC group.","[{'entity1': 'NLR value', 'relationship': 'higher in', 'entity2': 'ACC patients'}, {'entity1': 'PLR, SII, and NLPR values', 'relationship': 'rise in', 'entity2': 'ACC patients'}]"
20,"The demographic data and laboratory results of the ACC patients were stratified according to the severity grade. The variables included age, gender, hospitalization days, ALT, AST, ALP, GGT, TC, TG, HDL-C, LDL-C, Apo AI, Apo B, Lp (a), CREA, WBC, LYM, NEUT, PLT, and INR.","[{'entity1': 'ACC patients', 'relationship': 'stratified', 'entity2': 'severity grade'}, {'entity1': 'age', 'relationship': 'variable', 'entity2': 'demographic data'}, {'entity1': 'gender', 'relationship': 'variable', 'entity2': 'demographic data'}, {'entity1': 'ALT', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'AST', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'TC', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'TG', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'HDL-C', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'LDL-C', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'WBC', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'LYM', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'PLT', 'relationship': 'variable', 'entity2': 'laboratory results'}, {'entity1': 'INR', 'relationship': 'variable', 'entity2': 'laboratory results'}]"
21,"The laboratory results showed significant differences between the mild ACC group and the moderate to severe ACC group. Parameters such as ALT, AST, ALP, GGT, TC, TG, HDL-C, LDL-C, Apo AI, Apo B, Lp (a), CREA, WBC, LYM, NEUT, PLT, and INR were compared.","[{'entity1': 'mild ACC group', 'relationship': 'comparison', 'entity2': 'moderate to severe ACC group'}, {'entity1': 'ALT', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'AST', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'TC', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'TG', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'HDL-C', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'LDL-C', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'WBC', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'LYM', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'PLT', 'relationship': 'parameter', 'entity2': 'laboratory results'}, {'entity1': 'INR', 'relationship': 'parameter', 'entity2': 'laboratory results'}]"
22,"Comparison for Assessing the Discriminative Ability of Each Inflammation Indexes to Distinguishing AAC from CCC Patients. Receiver operating characteristic (ROC) curve analysis was conducted to assess the discriminative ability of various inflammation indices in differentiating between AAC and CCC patients. The NLR demonstrated a sensitivity of 72.73%, a specificity of 80.95%, and an AUC of 0.801 at a cut-off of 3.89 (P < 0.001). The PLR showed a sensitivity of 68.18%, a specificity of 61.9%, and an AUC of 0.662 at a cut-off of 144.7. Additionally, the SII exhibited a sensitivity of 69.32%, a specificity of 76.19%, and an AUC of 0.777 at a cut-off of 896.8 (P < 0.001), while the NLPR had a sensitivity of 63.64%, a specificity of 86.67%, and an AUC of 0.776 at a cut-off of 0.031 (P < 0.001). Overall, the NLR displayed the highest AUC and sensitivity among the indexes assessed.","[{'entity1': 'NLR', 'relationship': 'sensitivity', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'NLR', 'relationship': 'specificity', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'NLR', 'relationship': 'AUC', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'PLR', 'relationship': 'sensitivity', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'PLR', 'relationship': 'specificity', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'PLR', 'relationship': 'AUC', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'SII', 'relationship': 'sensitivity', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'SII', 'relationship': 'specificity', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'SII', 'relationship': 'AUC', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'NLPR', 'relationship': 'sensitivity', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'NLPR', 'relationship': 'specificity', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'NLPR', 'relationship': 'AUC', 'entity2': 'AAC vs CCC Patients'}, {'entity1': 'NLR', 'relationship': 'highest AUC', 'entity2': 'indexes assessed'}, {'entity1': 'NLR', 'relationship': 'highest sensitivity', 'entity2': 'indexes assessed'}]"
23,"Comparison for Assessing the Discriminative Ability of Each Inflammation Indexes to Predict the Severity of ACC. In addition, ROC Curve Analysis demonstrated that NLR, SII, and NLPR might be acceptable in the differentiation of M-ACC and MS-ACC patients. The areas under the curve (AUC) for NLR, SII, and NLPR were 0.760, 0.723, and 0.778, respectively. The optimal cut-off values were identified as 6.399, 1261, and 0.044 for NLR, SII, and NLPR. Sensitivities for NLR, SII, and NLPR were found to be 71.15%, 72.22%, and 61.54%, while specificities were 80.56%, 73.08%.","[{'entity1': 'NLR', 'relationship': 'acceptable', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'NLR', 'relationship': 'AUC', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'SII', 'relationship': 'AUC', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'NLPR', 'relationship': 'AUC', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'NLR', 'relationship': 'optimal cut-off values', 'entity2': '6.399'}, {'entity1': 'SII', 'relationship': 'optimal cut-off values', 'entity2': '1261'}, {'entity1': 'NLPR', 'relationship': 'optimal cut-off values', 'entity2': '0.044'}, {'entity1': 'NLR', 'relationship': 'sensitivities', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'SII', 'relationship': 'sensitivities', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'NLPR', 'relationship': 'sensitivities', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'NLR', 'relationship': 'specificities', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'SII', 'relationship': 'specificities', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}]"
24,"NLR, SII, and NLPR were found to be 71.15%, 72.22%, and 61.54%, while specificities were 80.56%, 73.08%, and 91.67%. Nonetheless, the diagnostic potential of PLR was not supported by the ROC analysis, as it did not reach a significant level.","[{'entity1': 'NLR', 'relationship': 'diagnostic potential', 'entity2': 'Not supported'}, {'entity1': 'SII', 'relationship': 'diagnostic potential', 'entity2': 'Supported'}, {'entity1': 'NLPR', 'relationship': 'diagnostic potential', 'entity2': 'Not supported'}, {'entity1': 'PLR', 'relationship': 'diagnostic potential', 'entity2': 'Not supported'}]"
25,Univariate and Multivariate Logistic Regression Analysis Univariate and multivariable binary logistic analyses were conducted to evaluate the clinical significance of Inflammation Indices as biomarkers in distinguishing between ACC and CCC patients.,"[{'entity1': 'Inflammation Indices', 'relationship': 'biomarkers', 'entity2': 'Distinguishing'}, {'entity1': 'ACC', 'relationship': 'distinguishing', 'entity2': 'CCC patients'}]"
26,Multiple logistic regression models further confirmed that age and NLR were significant independent predictive factors of severity in ACC patients.,"[{'entity1': 'Age', 'relationship': 'predictive factors', 'entity2': 'Severity'}, {'entity1': 'NLR', 'relationship': 'predictive factors', 'entity2': 'Severity'}]"
27,"We indicated that the cut-off values for NLR, PLR, SII, and NLPR in differentiating between ACC and CCC patients were 3.89, 144.7, 896.8, and 0.031 (respectively), while in distinguishing between M-ACC and MS-ACC patients, the cut-off value for NLR, SII, and NLPR was much higher (6.39, 1261 and 0.044).","[{'entity1': 'NLR', 'relationship': 'differentiating', 'entity2': 'ACC and CCC patients'}, {'entity1': 'PLR', 'relationship': 'differentiating', 'entity2': 'ACC and CCC patients'}, {'entity1': 'SII', 'relationship': 'differentiating', 'entity2': 'ACC and CCC patients'}, {'entity1': 'NLPR', 'relationship': 'differentiating', 'entity2': 'ACC and CCC patients'}, {'entity1': 'NLR', 'relationship': 'distinguishing', 'entity2': 'M-ACC and MS-ACC patients'}, {'entity1': 'SII', 'relationship': 'distinguishing', 'entity2': 'M-ACC and MS-ACC patients'}, {'entity1': 'NLPR', 'relationship': 'distinguishing', 'entity2': 'M-ACC and MS-ACC patients'}]"
28,Table 3 ROC Curve Analysis for Different Inflammation Indices for Determining the Cut-off Between CCC and AAC Patients,"[{'entity1': 'ROC Curve Analysis', 'relationship': 'determining', 'entity2': 'Cut-off Between CCC and AAC Patients'}]"
29,Table 4 Comparison of ROC Curve Analysis of Different Inflammation Indices in Predicting the Severity of Cholecystitis,"[{'entity1': 'ROC Curve Analysis', 'relationship': 'predicting', 'entity2': 'Severity of Cholecystitis'}]"
30,Table 5 Univariate and Multivariate Logistic Regression Analysis for the Factors Distinguishing ACC from CCC Patients,"[{'entity1': 'Univariate Regression', 'relationship': 'distinguishing', 'entity2': 'ACC from CCC Patients'}, {'entity1': 'Multivariate Regression', 'relationship': 'distinguishing', 'entity2': 'ACC from CCC Patients'}]"
31,"NLR has been extensively studied and is considered a reliable marker for prognosticating diseases involving inflammatory and infective processes. Previous literature has shown that NLR is significantly higher in acute cholecystitis compared to healthy controls, ranging from 5.29–12.16 compared to 1.73–2.98. However, there have been limited studies focusing on the predictive value of NLR in differentiating acute and chronic cholecystitis.","[{'entity1': 'NLR', 'relationship': 'marker', 'entity2': 'prognosticating diseases'}, {'entity1': 'NLR', 'relationship': 'higher', 'entity2': 'acute cholecystitis'}, {'entity1': 'NLR', 'relationship': 'predictive value', 'entity2': 'differentiating acute and chronic cholecystitis'}]"
32,"Our study supports previous findings that NLR levels were significantly higher in acute cholecystitis compared to chronic cholecystitis. We found that an NLR value above 3.89 was significant in the ACC group compared to the CCC group, and above 6.399 was significant in the MS-ACC patients.","[{'entity1': 'NLR', 'relationship': 'higher', 'entity2': 'acute cholecystitis'}, {'entity1': 'NLR value', 'relationship': 'significant', 'entity2': 'ACC group'}, {'entity1': 'NLR value', 'relationship': 'significant', 'entity2': 'CCC group'}, {'entity1': 'NLR value', 'relationship': 'significant', 'entity2': 'MS-ACC patients'}]"
33,"The binary logistic regression analysis revealed that an NLR exceeding the cutoff value independently predicts ACC and its severity. The increase in NLR cutoff values corresponds to higher estimates of inflammatory severity, which can be attributed to an imbalance in the inflammatory response with elevated neutrophil levels.","[{'entity1': 'NLR', 'relationship': 'predicts', 'entity2': 'ACC'}, {'entity1': 'NLR cutoff values', 'relationship': 'corresponds', 'entity2': 'inflammatory severity'}, {'entity1': 'inflammatory response', 'relationship': 'imbalance', 'entity2': 'neutrophil levels'}]"
34,"NLR, another inflammatory marker based on complete blood count values, has shown potential as a prognostic marker in inflammatory diseases and malignancies. In our research, we observed that a PLR of 144.7 effectively distinguished between ACC and CCC, with a sensitivity of 68.18%, specificity of 61.9%, and ROC AUC of 66.20.","[{'entity1': 'NLR', 'relationship': 'prognostic marker', 'entity2': 'inflammatory diseases'}, {'entity1': 'NLR', 'relationship': 'prognostic marker', 'entity2': 'malignancies'}, {'entity1': 'PLR', 'relationship': 'distinguished', 'entity2': 'ACC'}, {'entity1': 'PLR', 'relationship': 'distinguished', 'entity2': 'CCC'}]"
35,"A recently published study has also indicated that a PLR of 148.13 could be considered a valuable inflammatory biomarker for ACC, demonstrating a sensitivity of 77.9%, specificity of 76.2%, and ROC AUC of 74.14%.","[{'entity1': 'PLR', 'relationship': 'considered', 'entity2': 'inflammatory biomarker'}, {'entity1': 'PLR', 'relationship': 'demonstrating', 'entity2': 'sensitivity'}, {'entity1': 'PLR', 'relationship': 'demonstrating', 'entity2': 'specificity'}]"
36,Gökçe F et al highlighted the potential of NLR and PLR in guiding CRP and leukocyte values in acute cholecystitis.,"[{'entity1': 'Gökçe F', 'relationship': 'highlighted', 'entity2': 'potential'}, {'entity1': 'NLR', 'relationship': 'guiding', 'entity2': 'CRP'}, {'entity1': 'NLR', 'relationship': 'guiding', 'entity2': 'leukocyte'}]"
37,Turhan et al’s study identified a PLR value over 146.90 as a predictive marker of complicated cholecystitis.,"[{'entity1': 'Turhan et al', 'relationship': 'identified', 'entity2': 'PLR'}, {'entity1': 'PLR', 'relationship': 'predictive marker', 'entity2': 'complicated cholecystitis'}]"
38,PLR equal to or greater than 154.73 indicates severe cholecystitis. Our investigation did not yield significant evidence for using PLR to assess the severity of ACC. PLR holds promise as a prognostic and diagnostic tool in various inflammatory conditions.,"[{'entity1': 'PLR', 'relationship': 'indicates', 'entity2': 'severe cholecystitis'}, {'entity1': 'PLR', 'relationship': 'prognostic tool', 'entity2': 'inflammatory conditions'}]"
39,"SII, as determined by peripheral lymphocyte, neutrophil, and platelet counts, has proven to be a valuable indicator for evaluating the immune and inflammatory status of patients. SII levels exhibit a significant elevation in patients with acute cholecystitis compared to healthy individuals.","[{'entity1': 'SII', 'relationship': 'evaluating', 'entity2': 'immune status'}, {'entity1': 'SII', 'relationship': 'predictor', 'entity2': 'diseases'}, {'entity1': 'SII', 'relationship': 'elevation', 'entity2': 'patients with acute cholecystitis'}]"
40,"NLPR has not yet been extensively studied in patients with cholecystitis. NLPR has been investigated as a routine CBC inflammation index in other diseases, showing potential as a risk factor or marker of disease severity.","[{'entity1': 'NLPR', 'relationship': 'studied', 'entity2': 'patients with cholecystitis'}, {'entity1': 'NLPR', 'relationship': 'inflammation index', 'entity2': 'diseases'}, {'entity1': 'NLPR', 'relationship': 'risk factor', 'entity2': 'disease severity'}]"
