id,input,output
10,"Obesity increases the likelihood of various diseases, particularly atheromatous heart disease, type 2 diabetes, breathing difficulties during sleep, certain types of cancer, osteoarthritis, and chronic periodontitis.","[{'entity1': 'Obesity', 'relationship': 'increases likelihood of', 'entity2': 'Various diseases'}, {'entity1': 'Obesity', 'relationship': 'increases likelihood of', 'entity2': 'Atheromatous heart disease'}, {'entity1': 'Obesity', 'relationship': 'increases likelihood of', 'entity2': 'Type 2 diabetes'}, {'entity1': 'Obesity', 'relationship': 'increases likelihood of', 'entity2': 'Breathing difficulties during sleep'}, {'entity1': 'Obesity', 'relationship': 'increases likelihood of', 'entity2': 'Certain types of cancer'}, {'entity1': 'Obesity', 'relationship': 'increases likelihood of', 'entity2': 'Osteoarthritis'}, {'entity1': 'Obesity', 'relationship': 'increases likelihood of', 'entity2': 'Chronic periodontitis'}]"
11,"Mitochondrial fusion, by interconnecting organelles, promotes mtDNA mixing and enhances bioenergetics efficiency while fission removes damaged mitochondria via mitophagy.","[{'entity1': 'Mitochondrial fusion', 'relationship': 'promotes', 'entity2': 'mtDNA mixing'}, {'entity1': 'Mitochondrial fusion', 'relationship': 'enhances', 'entity2': 'bioenergetics efficiency'}, {'entity1': 'Mitochondrial fission', 'relationship': 'removes', 'entity2': 'damaged mitochondria'}, {'entity1': 'Mitochondrial fission', 'relationship': 'via', 'entity2': 'mitophagy'}]"
12,"The maintenance of mtDNA is important for normal and efficient functioning as it codes proteins for oxidative phosphorylation of ATP production from oxidation of sugar, fats, and proteins.","[{'entity1': 'mtDNA', 'relationship': 'codes', 'entity2': 'proteins'}, {'entity1': 'mtDNA', 'relationship': 'important for', 'entity2': 'functioning'}, {'entity1': 'mtDNA', 'relationship': 'production from', 'entity2': 'oxidation of sugar, fats, and proteins'}]"
13,Electrons from reduced equivalents are transported along the respiratory chain protein complex to generate electrochemical proton gradient or membrane potential (ΔΨm) across the inner mitochondrial membrane producing ATP.,"[{'entity1': 'Electrons', 'relationship': 'transported along', 'entity2': 'respiratory chain protein complex'}, {'entity1': 'Electrons', 'relationship': 'generate', 'entity2': 'proton gradient'}, {'entity1': 'Proton gradient', 'relationship': 'across', 'entity2': 'inner mitochondrial membrane'}]"
14,"Imbalanced activities of fusion and opposite fission lead to mitochondrial dysfunction, resulting in loss of oxidative phosphorylation (OXPHOS), mtDNA depletion, and ROS production.","[{'entity1': 'Mitochondrial dysfunction', 'relationship': 'results in', 'entity2': 'loss of OXPHOS'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'results in', 'entity2': 'mtDNA depletion'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'results in', 'entity2': 'ROS production'}]"
15,"Impairment of mitochondrial quality control leads to the accumulation of damaged and dysfunctional mitochondria, which can release DAMPs and activate inflammatory responses.","[{'entity1': 'Mitochondrial quality control', 'relationship': 'impairment leads to', 'entity2': 'accumulation of damaged mitochondria'}, {'entity1': 'Damaged mitochondria', 'relationship': 'release', 'entity2': 'DAMPs'}, {'entity1': 'DAMPs', 'relationship': 'activate', 'entity2': 'inflammatory responses'}]"
16,Mitochondrial dysfunction with the release of ROS and mitochondrial-derived DAMPs contribute to initiating an inflammatory response by invoking pro-inflammatory cytokines that interact with receptors like those involved in the pathogen-associated response.,"[{'entity1': 'Mitochondrial dysfunction', 'relationship': 'contribute to', 'entity2': 'inflammatory response'}, {'entity1': 'ROS', 'relationship': 'generated by', 'entity2': 'electron transport chain'}, {'entity1': 'ROS', 'relationship': 'produced by', 'entity2': 'one-electron transfer'}, {'entity1': 'ROS', 'relationship': 'produced from', 'entity2': 'NADH and FADH2'}, {'entity1': 'ROS', 'relationship': 'produced at', 'entity2': 'mitochondrial ETC'}, {'entity1': 'DAMPs', 'relationship': 'derived from', 'entity2': 'mitochondria'}]"
17,Mitochondria play a central role in sterile inflammation through the activation of several pathways.,"[{'entity1': 'Mitochondria', 'relationship': 'role in', 'entity2': 'sterile inflammation'}, {'entity1': 'Mitochondria', 'relationship': 'activation of', 'entity2': 'pathways'}]"
18,Mitochondrial energy generation in the inner membrane through the electron transport chain by using oxygen as an electron acceptor is the major source of ROS generation.,"[{'entity1': 'Mitochondrial energy generation', 'relationship': 'source of', 'entity2': 'ROS generation'}, {'entity1': 'Electron transport chain', 'relationship': 'used for', 'entity2': 'oxygen as an electron acceptor'}]"
19,Mitochondrial energy generation in the inner membrane through the electron transport chain by using oxygen as an electron acceptor is the major source of ROS generation. ROS are produced by one-electron transfer from redox donor NADH and FADH2 to molecular oxygen in mitochondrial ETC especially from complex I and complex III.,"[{'entity1': 'Mitochondrial energy generation', 'relationship': 'source of', 'entity2': 'ROS generation'}, {'entity1': 'ROS', 'relationship': 'produced by', 'entity2': 'one-electron transfer'}, {'entity1': 'NADH', 'relationship': 'redox donor for', 'entity2': 'ROS generation'}, {'entity1': 'FADH2', 'relationship': 'redox donor for', 'entity2': 'ROS generation'}, {'entity1': 'Mitochondrial ETC', 'relationship': 'source of', 'entity2': 'ROS generation'}]"
20,"A redox-sensitive inflammatory signaling pathway engages mitochondrial calcium handling, ROS production, and nuclear factor κB activation. The activation of NF-kB provokes the transcription of pro-inflammatory cytokines such as TNF-α, IL1, IL6, and IL8.","[{'entity1': 'Inflammatory signaling pathway', 'relationship': 'engages', 'entity2': 'Mitochondrial calcium handling'}, {'entity1': 'Inflammatory signaling pathway', 'relationship': 'engages', 'entity2': 'ROS production'}, {'entity1': 'Inflammatory signaling pathway', 'relationship': 'engages', 'entity2': 'NF-kB activation'}, {'entity1': 'NF-kB', 'relationship': 'provokes', 'entity2': 'transcription of pro-inflammatory cytokines'}, {'entity1': 'NF-kB', 'relationship': 'activates', 'entity2': 'transcription of cytokines'}]"
21,"Under calcium overloads, such as burn injury or sepsis, the electron transport chain (ETC) becomes dysfunctional and elevated ROS generation occurs.","[{'entity1': 'Calcium overloads', 'relationship': 'cause', 'entity2': 'dysfunctional electron transport chain'}, {'entity1': 'Calcium overloads', 'relationship': 'cause', 'entity2': 'elevated ROS generation'}, {'entity1': 'Burn injury', 'relationship': 'associated with', 'entity2': 'calcium overload'}, {'entity1': 'Sepsis', 'relationship': 'associated with', 'entity2': 'calcium overload'}]"
22,"Mitochondrial DNA activates different inflammatory responses through different receptors, triggering transcription and translation of inflammatory cytokines.","[{'entity1': 'Mitochondrial DNA', 'relationship': 'activates', 'entity2': 'inflammatory responses'}, {'entity1': 'Mitochondrial DNA', 'relationship': 'triggers', 'entity2': 'transcription and translation'}, {'entity1': 'inflammatory cytokines', 'relationship': 'transcription and translation', 'entity2': 'Mitochondrial DNA'}]"
23,"Mitochondrial dysfunctions are associated with non-communicable diseases such as cardiovascular diseases, diabetes mellitus type 2, chronic obstructive lung disease, and cancer.","[{'entity1': 'Mitochondrial dysfunctions', 'relationship': 'associated with', 'entity2': 'Non-communicable diseases'}, {'entity1': 'Non-communicable diseases', 'relationship': 'include', 'entity2': 'Cardiovascular diseases'}, {'entity1': 'Non-communicable diseases', 'relationship': 'include', 'entity2': 'Diabetes mellitus type 2'}, {'entity1': 'Non-communicable diseases', 'relationship': 'include', 'entity2': 'Chronic obstructive lung disease'}, {'entity1': 'Non-communicable diseases', 'relationship': 'include', 'entity2': 'Cancer'}]"
24,"Defects in mitochondrial genes result in mutation of proteins involved in mitochondrial dynamic activities, leading to impairment of physiological activities.","[{'entity1': 'Defects', 'relationship': 'result in', 'entity2': 'mutation of proteins'}, {'entity1': 'mutation of proteins', 'relationship': 'involved in', 'entity2': 'mitochondrial dynamic activities'}, {'entity1': 'mitochondrial dynamic activities', 'relationship': 'lead to', 'entity2': 'physiological activities'}]"
25,"High ROS concentration leads to histone acetylation, faulty nuclear transcription, and replication errors, contributing to cellular dysfunction and chronic diseases.","[{'entity1': 'High ROS concentration', 'relationship': 'leads to', 'entity2': 'histone acetylation'}, {'entity1': 'histone acetylation', 'relationship': 'accelerates', 'entity2': 'faulty nuclear transcription'}, {'entity1': 'faulty nuclear transcription', 'relationship': 'results in', 'entity2': 'replication errors'}, {'entity1': 'replication errors', 'relationship': 'contribute to', 'entity2': 'cellular dysfunction'}, {'entity1': 'cellular dysfunction', 'relationship': 'cause', 'entity2': 'chronic diseases'}]"
26,"Mitochondrial dysfunction because of unbalanced fusion and fission, genetic defects of mtDNA or oxidative damage with ROS and RNS can impair energy metabolism, the central alteration in obesity. Cells can manage nutrient supply by increasing mitochondrial contents. However, persistent nutrient leftover devastates the mitochondrial system and causes its dysfunction leading to the accumulation of incompletely oxidized lipid products to cause fat accumulation and oxidative stress which damage endothelial cells.","[{'entity1': 'Mitochondrial dysfunction', 'relationship': 'impair', 'entity2': 'energy metabolism'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'cause', 'entity2': 'fat accumulation'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'cause', 'entity2': 'oxidative stress'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'damage', 'entity2': 'endothelial cells'}]"
27,"Obesity is key in the development of major non-communicable diseases (NCDs) including diabetes mellitus, hypertension, metabolic syndrome, non-alcoholic fatty liver disease, cardiovascular disease and several classes of cancer.","[{'entity1': 'Obesity', 'relationship': 'development', 'entity2': 'diabetes mellitus'}, {'entity1': 'Obesity', 'relationship': 'development', 'entity2': 'hypertension'}, {'entity1': 'Obesity', 'relationship': 'development', 'entity2': 'metabolic syndrome'}, {'entity1': 'Obesity', 'relationship': 'development', 'entity2': 'non-alcoholic fatty liver disease'}, {'entity1': 'Obesity', 'relationship': 'development', 'entity2': 'cardiovascular disease'}, {'entity1': 'Obesity', 'relationship': 'development', 'entity2': 'cancer'}]"
28,Oxygen-free radicals may themselves initiate a chronic inflammatory process in which the pathology is characteristics of obesity and linked to insulin resistance and type 2 diabetes.,"[{'entity1': 'Oxygen-free radicals', 'relationship': 'initiate', 'entity2': 'inflammatory process'}, {'entity1': 'inflammatory process', 'relationship': 'characteristics of', 'entity2': 'obesity'}, {'entity1': 'inflammatory process', 'relationship': 'linked to', 'entity2': 'insulin resistance'}, {'entity1': 'inflammatory process', 'relationship': 'linked to', 'entity2': 'type 2 diabetes'}]"
29,"Mitochondria are central to the regulation of energy metabolism and cellular homeostasis due to their principal role in bioenergetics, ROS production, ion homeostasis, apoptosis and signal transduction. This organelle is highly dynamic and can re-program itself depending on various environmental and intracellular signals important for multiple mitochondrial functions, including mtDNA stability, respiratory function, apoptosis, response to cellular stress, and mitochondrial degradation.","[{'entity1': 'Mitochondria', 'relationship': 'regulation', 'entity2': 'energy metabolism'}, {'entity1': 'Mitochondria', 'relationship': 'role', 'entity2': 'bioenergetics'}, {'entity1': 'Mitochondria', 'relationship': 'function', 'entity2': 'mtDNA stability'}, {'entity1': 'Mitochondria', 'relationship': 'function', 'entity2': 'respiratory function'}, {'entity1': 'Mitochondria', 'relationship': 'function', 'entity2': 'apoptosis'}, {'entity1': 'Mitochondria', 'relationship': 'response', 'entity2': 'cellular stress'}]"
30,The dynamic process of mitochondria may not be balanced as a result of proteins required for fusion and fission that decreases the crucial role of mitochondria bioenergetics and the accumulation of damaged mitochondria producing ROS. ROS generated by dysfunctional mitochondria further damage mitochondrial of different organs and tissues that cannot function properly to result in chronic and age-related disorders.,"[{'entity1': 'Mitochondria', 'relationship': 'process', 'entity2': 'balance'}, {'entity1': 'proteins', 'relationship': 'required for', 'entity2': 'fusion'}, {'entity1': 'proteins', 'relationship': 'required for', 'entity2': 'fission'}, {'entity1': 'Mitochondria', 'relationship': 'role', 'entity2': 'bioenergetics'}, {'entity1': 'Mitochondria', 'relationship': 'accumulation', 'entity2': 'damaged mitochondria'}, {'entity1': 'damaged mitochondria', 'relationship': 'producing', 'entity2': 'ROS'}, {'entity1': 'ROS', 'relationship': 'damage', 'entity2': 'organs and tissues'}]"
31,"Non-communicable diseases that are increasing worldwide in recent years are the consequences of unhealthy diets and physical inactivity, which shares basic mechanisms of mitochondrial defects, systemic inflammation, and oxidative stress.","[{'entity1': 'Non-communicable diseases', 'relationship': 'consequences of', 'entity2': 'unhealthy diets'}, {'entity1': 'Non-communicable diseases', 'relationship': 'consequences of', 'entity2': 'physical inactivity'}, {'entity1': 'unhealthy diets', 'relationship': 'mechanisms of', 'entity2': 'mitochondrial defects'}, {'entity1': 'unhealthy diets', 'relationship': 'mechanisms of', 'entity2': 'systemic inflammation'}, {'entity1': 'unhealthy diets', 'relationship': 'mechanisms of', 'entity2': 'oxidative stress'}]"
32,The interplay between oncogenic signaling networks and mitochondrial dynamics.,"[{'entity1': 'oncogenic signaling networks', 'relationship': 'interplay', 'entity2': 'mitochondrial dynamics'}]"
33,Reactive oxygen species and mitochondrial dynamics: the yin and yang of mitochondrial dysfunction and cancer progression.,"[{'entity1': 'Reactive oxygen species', 'relationship': 'impact', 'entity2': 'mitochondrial dynamics'}, {'entity1': 'Reactive oxygen species', 'relationship': 'association', 'entity2': 'mitochondrial dysfunction'}, {'entity1': 'Reactive oxygen species', 'relationship': 'influence', 'entity2': 'cancer progression'}]"
34,The role of mitochondrial DNA damage and repair in the resistance of BCR/ABL-expressing cells to tyrosine kinase inhibitors.,"[{'entity1': 'mitochondrial DNA damage', 'relationship': 'role', 'entity2': 'resistance'}, {'entity1': 'mitochondrial DNA repair', 'relationship': 'role', 'entity2': 'resistance'}, {'entity1': 'BCR/ABL-expressing cells', 'relationship': 'resistance', 'entity2': 'tyrosine kinase inhibitors'}]"
35,The close interconnection between mitochondrial dynamics and mitophagy in cancer.,"[{'entity1': 'mitochondrial dynamics', 'relationship': 'interconnection', 'entity2': 'mitophagy'}, {'entity1': 'mitochondrial dynamics', 'relationship': 'association', 'entity2': 'cancer'}]"
36,Mitochondrial respiratory-chain diseases are a subset of mitochondrial diseases that affect the respiratory chain function in cells.,"[{'entity1': 'Mitochondrial respiratory-chain diseases', 'relationship': 'subset of', 'entity2': 'Mitochondrial diseases'}, {'entity1': 'Mitochondrial respiratory-chain diseases', 'relationship': 'affect', 'entity2': 'respiratory chain function'}]"
37,"Mitochondrial fusion and fission are essential processes in cell life and death, regulating the morphology and function of mitochondria.","[{'entity1': 'Mitochondrial fusion', 'relationship': 'essential for', 'entity2': 'cell life'}, {'entity1': 'Mitochondrial fusion', 'relationship': 'regulating', 'entity2': 'morphology'}, {'entity1': 'Mitochondrial fission', 'relationship': 'essential for', 'entity2': 'cell death'}, {'entity1': 'Mitochondrial fission', 'relationship': 'regulating', 'entity2': 'function'}]"
38,"Obesity, diabetes mellitus, atherosclerosis, and chronic periodontitis share a common pathology involving oxidative stress and mitochondrial dysfunction.","[{'entity1': 'Obesity', 'relationship': 'shared pathology with', 'entity2': 'Diabetes mellitus'}, {'entity1': 'Atherosclerosis', 'relationship': 'shared pathology with', 'entity2': 'Chronic periodontitis'}, {'entity1': 'Oxidative stress', 'relationship': 'involved in', 'entity2': 'Mitochondrial dysfunction'}]"
39,Mitofusin 2 as a driver that controls energy metabolism and insulin signaling.,"[{'entity1': 'Mitofusin 2', 'relationship': 'controls', 'entity2': 'energy metabolism'}, {'entity1': 'Mitofusin 2', 'relationship': 'controls', 'entity2': 'insulin signaling'}]"
40,Mitochondria: the cellular hub of the dynamic coordinated network.,"[{'entity1': 'Mitochondria', 'relationship': 'hub', 'entity2': 'dynamic coordinated network'}]"
41,Mitochondria and calcium: from cell signalling to cell death.,"[{'entity1': 'Mitochondria', 'relationship': 'cell signalling', 'entity2': 'cell death'}]"
42,The systems biology of mitochondrial ﬁssion and fusion and implications for disease and aging.,"[{'entity1': 'Mitochondrial', 'relationship': 'fission', 'entity2': 'fusion'}, {'entity1': 'Mitochondrial', 'relationship': 'implications', 'entity2': 'disease'}, {'entity1': 'Mitochondrial', 'relationship': 'implications', 'entity2': 'aging'}]"
43,Bioenergetic role of mitochondrial fusion and ﬁssion.,"[{'entity1': 'Mitochondrial', 'relationship': 'role', 'entity2': 'fusion'}, {'entity1': 'Mitochondrial', 'relationship': 'role', 'entity2': 'fission'}]"
44,Mitochondrial dynamics in the regulation of energy expenditure.,"[{'entity1': 'Mitochondrial', 'relationship': 'dynamics', 'entity2': 'regulation'}, {'entity1': 'Mitochondrial', 'relationship': 'regulation', 'entity2': 'energy expenditure'}]"
45,Endogenously oxidized mitochondrial DNA induces in vivo and in vitro inﬂammatory responses.,"[{'entity1': 'Mitochondrial DNA', 'relationship': 'induces', 'entity2': 'inflammatory responses'}]"
46,Mitochondrial dysfunction and oxidative stress activate inﬂammasomes: impact on the aging process and age-related diseases.,"[{'entity1': 'Mitochondrial dysfunction', 'relationship': 'activate', 'entity2': 'inflammasomes'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'impact', 'entity2': 'aging process'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'impact', 'entity2': 'age-related diseases'}]"
47,Mitochondrial dysfunction increases inflammatory responsiveness to cytokines in normal human chondrocytes.,"[{'entity1': 'Mitochondrial dysfunction', 'relationship': 'increases', 'entity2': 'inflammatory responsiveness'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'affects', 'entity2': 'normal human chondrocytes'}]"
48,Targeting antioxidants to mitochondria in sepsis is a critical approach.,"[{'entity1': 'Antioxidants', 'relationship': 'targeting', 'entity2': 'mitochondria'}, {'entity1': 'Sepsis', 'relationship': 'involves', 'entity2': 'mitochondria'}]"
49,Immunology and oxidative stress play a role in multiple sclerosis.,"[{'entity1': 'Immunology', 'relationship': 'related to', 'entity2': 'multiple sclerosis'}, {'entity1': 'Oxidative stress', 'relationship': 'impacts', 'entity2': 'multiple sclerosis'}]"
50,The toll-like receptor radical cycle is involved in chronic inflammation.,"[{'entity1': 'Toll-like receptor', 'relationship': 'involved in', 'entity2': 'chronic inflammation'}, {'entity1': 'TLR4 pathway', 'relationship': 'targeted by', 'entity2': 'possible treatments'}]"
51,Parkin is critical for system by ubiquitin-proteasome mitophagy.,"[{'entity1': 'Parkin', 'relationship': 'critical for', 'entity2': 'ubiquitin-proteasome mitophagy'}]"
52,Reactive oxygen intermediates as apparently widely used messengers in the activation of the NF-kappa B transcription factor and HIV-1.,"[{'entity1': 'Reactive oxygen intermediates', 'relationship': 'used as', 'entity2': 'messengers'}, {'entity1': 'Reactive oxygen intermediates', 'relationship': 'activation of', 'entity2': 'NF-kappa B transcription factor'}, {'entity1': 'Reactive oxygen intermediates', 'relationship': 'activation of', 'entity2': 'HIV-1'}]"
53,Role of cytosolic vs. mitochondrial Ca2+ accumulation in burn injury-related myocardial inflammation and function.,"[{'entity1': 'cytosolic', 'relationship': 'accumulation in', 'entity2': 'burn injury-related myocardial inflammation'}, {'entity1': 'mitochondrial', 'relationship': 'accumulation in', 'entity2': 'burn injury-related myocardial inflammation'}]"
54,Mitochondrial stress: a bridge between mitochondrial dysfunction and metabolic diseases?,"[{'entity1': 'Mitochondrial stress', 'relationship': 'bridge between', 'entity2': 'mitochondrial dysfunction'}, {'entity1': 'Mitochondrial stress', 'relationship': 'bridge between', 'entity2': 'metabolic diseases'}]"
55,The role of mitochondria in cancer and other chronic diseases.,"[{'entity1': 'mitochondria', 'relationship': 'role in', 'entity2': 'cancer'}, {'entity1': 'mitochondria', 'relationship': 'role in', 'entity2': 'other chronic diseases'}]"
56,"Oxidative stress, mitochondrial dysfunction, and aging are interconnected factors that play a role in various diseases. Dysfunction of mitochondria in human skeletal muscle is associated with type 2 diabetes.","[{'entity1': 'Oxidative stress', 'relationship': 'interconnected factors', 'entity2': 'Mitochondrial dysfunction'}, {'entity1': 'Mitochondrial dysfunction', 'relationship': 'associated with', 'entity2': 'Type 2 diabetes'}]"
57,The role of impaired mitochondrial lipid oxidation in obesity has been studied. Mitochondrial DNA plays a role in mediating alveolar epithelial cell apoptosis and pulmonary fibrosis.,"[{'entity1': 'Mitochondrial lipid oxidation', 'relationship': 'role', 'entity2': 'Obesity'}, {'entity1': 'Mitochondrial DNA', 'relationship': 'mediating', 'entity2': 'Alveolar epithelial cell apoptosis'}, {'entity1': 'Mitochondrial DNA', 'relationship': 'mediating', 'entity2': 'Pulmonary fibrosis'}]"
58,Antioxidant supplementation has been explored in the treatment of aging-associated diseases. Astaxanthin is considered a potential mitochondrial-targeted antioxidant treatment for various diseases and aging.,"[{'entity1': 'Antioxidant supplementation', 'relationship': 'explored in', 'entity2': 'Treatment of aging-associated diseases'}, {'entity1': 'Astaxanthin', 'relationship': 'considered', 'entity2': 'Potential mitochondrial-targeted antioxidant treatment'}]"
59,Physical exercise has been linked to mitochondrial disease. Regulation of mitochondrial biogenesis in muscle is influenced by endurance exercise.,"[{'entity1': 'Physical exercise', 'relationship': 'linked to', 'entity2': 'Mitochondrial disease'}, {'entity1': 'Endurance exercise', 'relationship': 'influences', 'entity2': 'Regulation of mitochondrial biogenesis in muscle'}]"
60,"Endurance training has short- and long-term effects on patients with mitochondrial myopathy. Aerobic conditioning in patients with mitochondrial myopathies has physiological, biochemical, and genetic effects.","[{'entity1': 'Endurance training', 'relationship': 'effects', 'entity2': 'Mitochondrial myopathy'}, {'entity1': 'Aerobic conditioning', 'relationship': 'effects', 'entity2': 'Mitochondrial myopathies'}, {'entity1': 'Aerobic conditioning', 'relationship': 'physiological', 'entity2': 'effects'}, {'entity1': 'Aerobic conditioning', 'relationship': 'biochemical', 'entity2': 'effects'}, {'entity1': 'Aerobic conditioning', 'relationship': 'genetic', 'entity2': 'effects'}]"
